Pantun,Pemantun,Himpunan,Tema,Jenis,Markah
"Kena nyanyi yang belas-belas
Seperti Kronchong Setengah Duablas
Di-dengar orang berapa-nya jelas
Suara-nya baik tingkat firstclass.",Peranakan,Panton Peranakan,Permolaan 7,Peranakan,20
"Dalam panton macham di-kata
Buleh di-sebot apa di-chita
Biar jaoh serata-rata
Jiwa Manis di-dalam mata.",Peranakan,Panton Peranakan,Permolaan 6,Peranakan,22
"Jila sudah tahu begitu
Ambil pulak Stambol Satoe
Siapa dengar berhati mutu
Makin banyak lagu di-bantu.",Peranakan,Panton Peranakan,Permolaan 6,Peranakan,16
"Orang Muda punya kesah
Lagu dan panton begitu usah
Bila tiba hati yang susah
Gesek biola panton di-sesah.",Peranakan,Panton Peranakan,Permolaan 6,Peranakan,18
"Kronchong itu krongchong apa
Kronchong Preganger biasa ku-jumpa
Jarang-jarang ada serupa
Chari-chari-lah jangan lupa.",Peranakan,Panton Peranakan,Permolaan 6,Peranakan,18
"Sembah sujood serta salam
Mola shiar panton di sulam
Kalau silap ada di-dalam
Harap di-ampon siang dan malam",Peranakan,Panton Peranakan,Permolaan,Peranakan,18
"Haram skali tiada-ku sangka
Chempedak buleh manjadi nangak
Ini-lah menurot hati yang suka
Tiada berdararh isi-nya luka.",Peranakan,Panton Peranakan,Permolaan 2,Peranakan,21
"Tahu biola tambah hagu-nya
Lagu apa chuba di-tanya
Kepada skalian baba dan nyonya
Lagu Kronchong sedap bunyi-nya.",Peranakan,Panton Peranakan,Permolaan 5,Peranakan,21
"Tembah pulak tahu biola
Lagi sedap panton di-hela
Dengar suara macham gula
Kena rupa bagi nak-gila.",Peranakan,Panton Peranakan,Permolaan 5,Peranakan,23
"Bila sudah panton seloka
Hati senang berchampor suka
Pintu hati nampak terbuka
Rasa hilang tempat yang luka.",Peranakan,Panton Peranakan,Permolaan 5,Peranakan,23
"Acheh-Acheh keban kahulu
Sripeduka panglima-nya
Hati kaseh sabar dahulu
Ada masa ketika-nya.",Peranakan,Panton Peranakan,Permolaan 5,Peranakan,18
"Sabar tuan jangan berbunyi
Chari book panton dan nyanyi
Buleh tahu bunga yang wangi
Hibor-lah tuan hati yang sunyi.",Peranakan,Panton Peranakan,Permolaan 4,Peranakan,16
"Hati muda baik di-sabar
Jangan di-ashek rupa dan gambar
Cherita sahja belom di-khabar
Itu-pon sudah brapa gubur.",Peranakan,Peranakan,Permolaan 2,Peranakan,19
"Rupa manusia kena jemalang
Jangan mudah buleh di-hilang
Curry chawi pengakalan tulang
Barang kali buleh dapat di-selang.",Peranakan,Peranakan,Permolaan 2,Peranakan,21
"Luka isi parrot melintang
Luka hati mengarot pon dating
Hingga melengong pagi dan petang
Harap di-hati buleh bertentang.",Peranakan,Peranakan,Permolaan 2,Peranakan,21
"Siapa turot nafsu dan hawa
Belakang kali kerap kechiwa
Laku bertapa di-dalam gua
Tiade bertutor tak-mahu ketawa",Peranakan,Peranakan,Permolaan 2,Peranakan,20
"Sayang sekali rupa yang segak
Tiada sekali di-agak-agak
Orang muda lagi tertengak
Undan sudah manjadi gagak.",Peranakan,Peranakan,Permolaan 2,Peranakan,20
"Jangan turot hawa nafsu
Seperti budak menangis susu
Badan kuat manjadi lesu
Tiada bertutor serupa bisu",Peranakan,Peranakan,Permolaan 2,Peranakan,18
"Ketika berat jangan di-turot
Seperti ayer deras-nya surot
Kalan muda jadi mengarot
Rupa chantek jadi berparot",Peranakan,Peranakan,Permolaan 2,Peranakan,23
"Chinta itu suatu rohsia
Itu-lah tanda anak manusia
Kalu tak-tahu jadi siasia
Di-perkunon orang tiada biasa",Peranakan,Peranakan,Permolaan 1,Peranakan,19
"Bila berchinta dating ingatan
Kalau pon skali anak sultan
Baik di-kampong baik di-hutan
Mitak jangan di haru shaitan",Peranakan,Peranakan,Permolaan 1,Peranakan,21
"Permola-an kita  cherita
Tiap-tiap muda pandai berchinta
Segala negri serata-rata
Sudah tentu bahru di-kata",Peranakan,Peranakan,Permolaan 1,Peranakan,21
"Ingat-ingat satu ibarat
Kena chinta jangan melarat
Pekara itu banyak berat
Turot tuan oleh-nya yang larat",Peranakan,Peranakan,Permolaan 1,Peranakan,22
"Orang pandai harap begitu
Mas tua tak-korang mutu
Mas muda ikatan batu
Bukan pakai-an raja raktu",Peranakan,Panton Peranakan,Permolaan,Peranakan,18
"Lama bahru sama-nya ada
Begitu elok sekarang muda
Lama jangan hilang di-dada
Bahru sahja mengada-ngada",Peranakan,Panton Peranakan,Permolaan,Peranakan,22
"Ada buku jadi ingatan
Kepada tukang punya buatan
Dengan panton punya hubatan
Laut buleh jadi daratan",Peranakan,Panton Peranakan,Permolaan,Peranakan,22
"Lagu malayu sungggoh sekerat
Kalau dah-lupa banyah-lah berat
Kerana tiada di-dalam sorat
Tulang biola banyak gelorat",Peranakan,Panton Peranakan,Permolaan,Peranakan,22
"Lagu dahulu di-bagi-kan rupa
Kalau tak-tunjok tentu terlupa
Zaman sekarang lain di-rempa
Mana buleh jadi serupa",Peranakan,Panton Peranakan,Permolaan,Peranakan,21
"Zaman dahulu neh-nek kita
Lagu itu ada serta
Sekarang banyak lupa chita
Kita tunjok ini-nya peta",Peranakan,Panton Peranakan,Permolaan,Peranakan,18
"Tiga orang mati-nya sudah
Tinggal panton burok dan indah
Ti-ada kami lagi gondah
Lagu-lagu lama jangan di-ubah",Peranakan,Panton Peranakan,Permolaan,Peranakan,20
"Orang  sekarang banya mengerti
Harap sahya sepuas hati
Laku kita baik perkerti
Buat di-tinggal sampai mati",Peranakan,Panton Peranakan,Permolaan,Peranakan,0
"Harap sahya orang mengarang
Mana tak-betol mau di-parang
Yang kelam tulong pertrang
Supaya baik kepada orang",Peranakan,Panton Peranakan,Permolaan,Peranakan,15
"pergi memburu bersama-sama
pemburu bertemu dengan rusa
jadilah guru biarlah lama 
agar ilmu kenang sentiasa",ahmad azamudyn,Penggemar Pantun,nasihat,pantun tradisional,25
"Hendak berhijrah ke seberang,
Bekal ilmu petunjuk jalan,
Ikut marah hubungan berjurang,
Nanti dirimu hilang kawalan.
",nur sumayyah,Penggemar Pantun,nasihat,tradisional,25
"Bukan panggong sebarang panggong,
panggong kalau hendak bersemur;
Bukan gonggong sebarang gonggong,
Gonggong di Pulau Panjang Timur.",CG Karmin Abbas ,Himpunan Pantun CG Karmin Abbas ,Gonggong,Jual,25
"Rumah Cik Puan dekat Sembawang,
Rumahnya Tok Ki di Jalan Buyung;
Kaum perempuan suka membawang,
kaum lelaki sukanya mendayung.",CG Karmin Abbas,Hentam Ajalah!,Bercerita,Sindiran,25
"Ada kedai menjual kikir,
upah budak kukur kelapa;
Orang pandai kuat berfikir,
Kalau tidak kuatnya apa?",CG Karmin Abbas ,Hentam sajalah!,Pandai,Jenaka?,25
"Tanah liat menguning telur,
corak asli berawan larat;
Tidak meluat melihat jalur,
niat membeli sudah tersirat.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Membeli,Niat Tersirat,25
"Remang-remang gerhana bulan,
raut rotan orang berhuma;
Andainya memang jodoh sejalan,
jadi suratan hidup bersama.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Jodoh,Romantis,25
"Tekur terkukur di balik selasih,
kembang melati di tepi perigi;
Jikalau jujur ikatan kasih,
resah di hati tiada lagi.",CG Karmin Abbas,Mari Berpantun,Ikatan Kasih,Romantis,24
"Labu sayung di tepi perigi,
di situ kikir sandar di batu;
membuat buyung seninya tinggi,
cantik berukir nampak bermutu.",Cikgu Pendi,Mari Berpantun,Buyung,Warisan,24
"Berseni buyung ukiran tangan,
Sentuhan jemari gadis di desa;
Sama berpayung bermusuh jangan,
Sayangi negeri satukan bangsa.",SuhaZaliha Senij,Mari Berpantun,Buyung,Berkait,23
"Sentuhan jemari gadis di desa,
Warna dicalit indah di pandang;
Sayangi negeri satukan bangsa,
Jangan ralit berteman radang.",SuhaZaliha Senij,Mari Berpantun,Buyung,Berkait,23
"Warna dicalit indah dipandang,
Pasunya jatuh hingga ke bawah;
Jangan ralit berteman radang,
Agar utuh jalinan ukhwah.",SuhaZaliha Senij,Mari Berpantun,Buyung,Berkait,25
"Pasunya jatuh hingga ke bawah,
Pecah berderai terkena kaki;
Bersatu utuh janganlah lewah,
Elak bercerai bersulam dengki.",SuhaZaliha Senij,Mari Berpantun,Buyung,Berkait,25
"Pecah berderai terkena kaki,
Diubat luka berbalut kemas;
Elak bercerai bersulam dengki,
Negara merdeka berpayung emas.",SuhaZaliha Senij,Mari Berpantun,Buyung,Berkait,24
"Dayungku bukan sebarang dayung,
tekun ke sini sudah biasa;
Buyungku bukan sebarang buyung,
terampil seni warisan bangsa.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Warisan Bangsa,Ucapan,25
"Tanah yang rata ambinnya teduh,
bertukar ganti esok ke lusa;
Kalau kita suka menuduh,
takut nanti menanggung dosa.",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Dosa,Sindiran,25
"Tepi kebun tumbuh melata,
lotong lolong anak dan bapak;
orang rabun pimpin yang buta,
datang tolong orang yang nampak.

",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Rabun dan Buta,Sindiran,25
"Sampai batas kayuh perahu,
tepi sawah menyingsing fajar;
Orang di atas kurang tahu,
orang di bawah kurang ajar.",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Kurang Ajar,Sindiran,25
"Burung dara biak melata,
andai kita memberi makan;
Lemah ketara tidak terkata,
makanan kita punca jangkitan.",CG Karmin Abbas ,Himpunan Pantun CG Karmin Abbas ,Penyakit,Ingatan,24
"Bukan rahsia hinggap di reban,
Diberi makan jadi teruja,
hidangan manusia membawa beban,
elakkan dimakan di mana sahaja.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Beban,Ancaman,25
"Burung merpati biaknya merata,
diberi gerangan bijian jagung;
Penyakit jangkiti bawa derita
bertubi serangan kita menanggung.
",G Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Penyakit,Amaran,25
"Satu kati berasnya bubur,
adik-beradik jamu selera;
Masa cuti masa berlibur,
Berhibur didik pelbagai cara.
",CG Karmin Abbas,Berita Mediacorp,Adik-Beradik,Ucapan,25
"Ombak besar angin pun kencang,
layar depan berkibar-kibar;
Acara besar sudah dirancang,
Di bulan depan majlis berkhabar.",CG Karmin Abbas ,Himpunan Pantun Balai Pantun,Tunang,Gurauan,25
"Rumah atap selisih-selisih,
separas tingkat angin melega;
Berdebur tetap ombakan kasih,
jauh ke dekat kan datang juga.",CG Karmin Abbas,Jual Beli CG karmin & ARjunah,Kasih,Harapan,25
"Cikgu sudah naiki kolek,
badan penat kayuh perlahan;
Jikalau anda hendak balek,
hati-hati waktu berjalan.",Haji Sulaiman Ahmad,Himpunan Pantun Hj. Sulaiman Ahmad,Elak Gannguan,Waspada,21
"Cuaca redup pergi ke Goa,
tempat tak salah sampai selatan;
Sewaktu hidup banyak berdoa,
semoga Allah jauhkan syaitan.",Haji Sulaiman Ahmad,Himpunan Pantun Hj. Sulaiman Ahmad,Elak Gannguan,Waspada,25
"Pergi ke Pitas mencarilah ikan,
bawa di tangan sehelai selendang;
pendidikan pantas diperjuangkan,
meski tantangan seribu menghadang.",Joel Jimmi,Himpunan Sepanggar Berpantun,,,25
"Bunga melati di atas batu,
Jatuhlah satu berbau dupa;
Kalau hati ingin bersatu,
Mohon restu tidak dilupa.",yusen yunus,Himpunan Sepanggar Berpantun,,,25
"Bulan berkata di langit Jawa,
Pantun bapa mengindah Jepara;
Racun kata menyakiti jiwa,
Hancurlah rupa diturut lara.",nur dhaniyah binti laji,Himpunan Sepanggar Berpantun,,,25
"Mainnya rajin di hari Selasa,
Bermain gitar di taman bluberi,
belajar rajin setiaplah masa;
supaya pintar dan hati berseri",jilan adzani ramdania,Himpunan Sepanggar Berpantun,,,25
"Kambingku bilang badannya gemuk,
Memanglah agar susunya sihat;
Siapa bilang kawanku gemuk,
Itulah agar gampang dilihat.",nur azza marsanda,Himpunan Sepanggar Berpantun,,,25
"Dijual kentang di Parit Buntar,
dengan ketumbar untuk dimakan;
Musuhmu datang, janganlah gentar,
denganlah sabar, kita lawankan.",Muhammad Zulkhaslan Bin Abdul Talib,Himpunan Sepanggar Berpantun,,,25
"Cilinya manis semanis madu,
tepi perigi duduk syurgamu;
Semanis-manis kuih dan madu,
Manis lagi senyumku padamu.",Deen Mulia bin Faisal,Himpunan Sepanggar Berpantun,,,25
"Pakai seluar membeli nabati,
Pulangnya menari langsung dimakan;
Budaya luar boleh diminati,
Budaya negeri jangan lupakan.",Jericho Joshua Trioraja Kilok,Himpunan Sepanggar Berpantun,,,25
"Bulan kenangan di malam sepi,
Dibawa cinta suara mantu.
Gitar di tangan, hati berapi,
Lagunya cinta menunggu waktu.",Awang Abdul Muizz bin Awang Marusin,Himpunan Sepanggar Berpantun,,,25
"Bunyi guruh bergulung-gulung,
kilat pula sabung-menyabung;
Belum disuruh sudah menolong,
elakkan bala ukhwah bersambung.

",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Hujan,Nasihat,25
"Hendak jajan di pasar malam,
ramai orang ada di sana;
Semasa hujan jikalau Islam,
jangan kurang kita berdoa.",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Hujan,Nasihat,22
"Di tengah hutan ada kolam,
air biru dasarnya dalam;
Hujan turun di waktu malam,
hati gelisah tambah muram.
",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Hujan,Perasaan,21
"Cuaca enak tidak kekal,
Henti pangkas kita berehat;
Jikalau anak tunjukkan nakal,
lekas-lekas berikan nasihat.",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Cuaca,Nasihat,25
"Burung elang unggas nan sasa, 
atas dahan tak akan turun;
Mari julang warisan bangsa,
agar tahan berkurun-kurun. ",CG Karmin Abbas ,Himpunan Pantun CG Karmin Abbas ,Warisan,Motivasi,25
"Pasti sedang engkau menunggu balasan,
Karna akan dirinya mengumpan;
Janganlah engkau bermalas malasan,
Karena akan ada masa depan.",Windi wulandari ,Workshop Pantun Pelajar SMK Panca Budi,motivasi ,semangat,20
"Asalnya kayu dibuat meja,
terjongket meja pasaknya buntu;
Bunga layu menjadi baja,
bau baja memang begitu.",CG Karmin Abbas ,Himpunan Pantun CG Karmin Abbas ,Baja,Gurauan ,25
"Niat hendak mengutip kepah,
terkutip pula anak lokan;
Niat hendak jampi serapah,
terbaca pula doa makan.",CG Karmin Abbas ,Himpunan Pantun CG Karmin ,Silap,Gurauan,25
"Anak Sakai kutip pelepah,
jatuh kena sekali dua;
Hendak pakai jampi serapah,
Tidak guna jikalau tua.",CG Karmin Abbas ,Himpunan Pantun CG Karmin ,Jampi Serapah,Jenaka,25
"Redup hari hilang tujahan,
mendung sapa berguruh juga;
Hidup mati di tangan tuhan,
tak siapa dapat menduga.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Hidup Mati,Takziah,25
"Memalu-malu sebelum azan,
merata-rata ingatkan janji;
Kalau selalu baca al Quran,
nanti kita pandailah mengaji.",Warga Emas Pertapis,Himpunan PAntun Warga Emas Pertapis,Quran,Perangsang,23
"Pohonan sukun di tepi sena,
Bergema-gema orang berdeham;
kalau tekun belajar makna,
lama-lama menjadi faham.",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Quran,Perangsang,25
"Kalau lalu di pohon sena,
daun sukun  jatuh melayang;
Kalau selalu belajar makna,
lebih tekun ketika sembahyang.",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Quran,Perangsang,25
"Dari sawah terus ke Segamat
Hendak membeli rotan sekerat
Semoga ukwah terus tersemat
Dari dunia hingga akhirat",ARjunah Rindu,Wacana Sastera 2024 Anjuran Asas'50,Persahabatan,4 Rangkap,24
"Kayu cendana dibuat bajak
Kayu ara dibuat palang
Walau dimana bumi dipijak
Nama negara tetap dijulang",ARjunah Rindu,Wacana Sastera 2024 Anjuran Asas'50,Patriotik,4 Rangkap,24
"Kalau Puan pergi ke segamat
Belilah rage di Tanjung Batu
Kalau Tuan ingin selamat
Haruslah jage sholat waktu",YM H. Raja Muhamad Amin,Himpunan Pantun Yang Mulia Raja M. Amin,,,25
"Untuk apa pasang pelita 
Kalau tidak bersumbu lagi
Untuk apa wajah jelita 
Kalau tidak berbudi tinggi 

",YM H. Raja Muhamad Amin,Himpunan Pantun Yang Mulia Raja M. Amin,Budi Pekerti,Nasehat,25
"Kalau asal besi dari Daik,
     cepat diraut, menjadi pisau;
Kalau asal benih memang baik,
     campak ke laut, menjadi pulau.",Sazali Sahri,Wacana Sastera 2024 Anjuran Asas'50,Melayu,Juang,24
"Bukanlah menempah sebarang tempah,
tempahan budiman seorang hamba;
Bukanlah  bersumpah sebarang sumpah,
Sumpah berzaman Demang dan Sapurba.",CG Karmin Abbas ,Himpunan Pantun Empayar Agong Neosantara,Sumpah janji,Adat Istiadat,25
"Buah langsat kuningnya mencelah,
Hama tiada bertangkai lagi;
Trampil firasat menutup belah.
sengketa tiada ruang lagi.",CG Karmin Abbas ,Himpunan Pantun ,Firasat,Adat Istiadan Empayar Agong Neo-Santara ,25
"Biar kemas kain disulam
Kain kasa tenunan benang
Warga emas permata silam
Budi dan jasa selalu dikenang",ARjunah Rindu,Wacana Sastera 2024 Anjuran Asas'50,Warga Emas,Budi,24
"Kayu cendana dibuat bajak
Kayu ara dibuat palang
Walau dimana bumi dipijak
Nama negara tetap dijulang",ARjunah Rindu,Wacana Sastera 2024 Anjuran Asas'50,Patriotik,4 rangkap,24
"Sama setaman duduk berdandan,
	  Senyum lebar menusuk sukma;
Silang zaman jadi teladan,
	  Nafas akhbar lantang bergema.",Laila Manja,Wacana Sastera 2024 Anjuran Asas'50,Media,4 kerat,24
"Tumbuh pauh tepi permatang
Dalam sawah tumbuh keladi
Dari jauh saya bertandang
Semoga ukhwah kekal abadi",ARjunah Rindu,Wacana Sastera 2024 Anjuran Asas'50,Hubungan,4 rangkap,22
"Pantai tenang tempat berehat,
Badai melanda ombak bergelora;
Menagih sayang tidak bertempat,
Berdebar dada nafsu membara.",Isa Kamari,Wacana Sastera 2024 Anjuran Asas'50,Cinta,,21
"Sama setaman duduk berdandan,
	  Senyum lebar menusuk sukma;
Silang zaman jadi teladan,
	  Nafas akhbar lantang bergema.",,Wacana Sastera 2024 Anjuran Asas'50,,,24
"Cerek tombol berat dan gagah,
Dibuat dari dua benua;
Walau timbul hasrat bercanggah,
Muafakat selalu dicari jua.",Sazali Sahri,Wacana Sastera 2024 Anjuran Asas'50,Muafakat,Masyarakat,21
"Dipahat-pahat kayu nan sasa, 
pasaknya rapat bercantum senang;
Bergeser pendapat tegal biasa,
ada muafakat di hati nan tenang.",CG Karmin Abbas ,Himpunan Pantun CG Karmin Abbas ,Muafakat,Nasihat,24
"Bersopan santun anggunnya dayang,
di ruang limas dapat kurnia,
Tuliskan pantun buat tersayang,
warga emas seluruh dunia.",CG Karmin Abbas,Wacana Sastera Asas50,Warga Emas,Sanjungan,25
"Tolong tebaskan batang tebu,
dengan gentur tak putus asa;
kehendak dimakan hari rabu,
kena beratur hari selasa.",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Terima kasih,Ucapan,25
"Pokok sukun di bendang padi,
dalam raga berisi barang;
Kita tekun menanam budi,
emas juga dipandang orang.",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Budi,Nasihat,25
"
Membeli cuik di dalam raga,
anyam ketupat daunnya palas;
Budi yang baik dikenang juga,
jikalau dapat cepat dibalas.",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Budi,Nasihat,25
"
Kais kerang pungut ke baldi,
Daun talas kita bungkuskan;
Kalau orang menanam budi,
Kita balas dengan kebaikan.",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Budi,Nasihat,25
"Pergi ke kedai membeli kentang,
kentang dibeli berkati-kati;
Saya ucapkan selamat datang,
kami sambut seikhlas hati.",Haji Sulaiman Ahmad,Himpunan Pantun Haji Sulaiman Ahmad,Selamat Datang,Ucapan,24
"Pergi ke kedai membeli bihun,
dalam air nampak bayang-bayang;
Apa guna hidup seribu tahun,
Jikalau sehari tidak sembahyang.",Haji Sulaiman Ahmad,Himpunan Pantun Haji Sulaiman Ahmad,Sembahyang,Nasihat,24
"Tolong tumbukkan setahil cengkih,
diladung-ladung  nanti digabung;
Kami ucapkan terima kasih,
dapat berlindung di satu bumbung.",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Terima kasih,Ucapan,23
"Tolong petikkan daun selasih
panaskan puan minyak dicatu;
Kami ucapkan terima kasih,
kerana tuan banyak membantu.",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Terima kasih,Ucapan,25
"bukan bantun sebarang bantun,
bantun nisan di perdu redup;
bukan pantun sebarang pantun,
beri kesan pada yang hidup.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Kesan Hidup,Ucapan,25
"Berlipat-lipat tinggi ke bujur,
panjang seela corak selasih;
Belum terlambat memilih jujur 
bina semula ikatan kasih.",CG Karmin Abbas ,Himpunan Pantun CG Karmin Abbas ,Jujur,Nasihat,25
"Bersikat rambut depan cermin,
rambut dibasuh waktu subuh;
Mempelai disambut atas pelamin,
jauhkan disusuh panjangkan jodoh.",Haji Sulaiman Ahmad,Himpunan Pantun Haji Sulaiman Ahmad,Jodoh,Ucapan,24
"Sekilo udang di potong-potong,
belacan dipalu tercampak-campak;
Jikalau sedang memakan lontong,
mertua lalu langsung tak nampak.",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Mertua,Gurauan,25
"Nenek menganyam tudung saji,
cucu pula sibuk menyidai;
Kalau kita rajin mengkaji,
besar nanti menjadi pandai.",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Tudung saji,Nasihat,24
"Buah pelam si buah kundang,
petang hari dipetik nyonya;
Hari semalam tidak kau undang,
mengapa niari baru bertanya.",Warga Emas Pertapis,Himpunan Pantun Warga Emas Pertapis,Undangan,Pertanyaan,25
"Makan sate, satenya kambing,
di laman rumah ada kerengga;
Pengantin berdua duduk bersanding,
semoga bahagia berumah tangga.",Haji Sulaiman Ahmad,Himpunan Pantun Haji Sulaiman Ahmad,Bersanding,Ucapan,20
